prompt,prompt_len,target
Golf: Woods upset at Ryder post Tiger Woods says Mark O'Meara should have been named US Ryder Cup captain for 2006.,31,1
Cabinet of Lebanese PM Rafik Hariri resigns The office said Hariri would not form the next government. The outgoing prime minister has led Lebanon for most of the time since the end of the civil war in 1990.,49,1
"Federal Deficit Surges to Record \$413B WASHINGTON - Democrats are blaming President Bush for the record 2004 federal deficit of \$413 billion, but Republicans say the figure shows that the economic and budget pictures are brightening.    The Treasury Department announced the figure Thursday, two weeks after the government's 2004 budget year ended and just 19 days from an Election Day in which Bush's economic and fiscal performance are pivotal issues...",98,1
"U2 iPod To Boast 400 Pre-Loaded Tracks As expected, Apple has teamed with U2 to create a customized iPod pre-loaded with every one of the Irish rock act #39;s studio albums.",48,0
"Enterprise Purchases Sustain PC Sales The numbers suggest a long-expected slowdown in PC sales growth is taking hold, but also that at least modest growth is possible well into the future since businesses, from small firms to large ",44,0
Team's play lately has been divine We need a name for these guys. The Yankee Clippers? The Sons of Tito? How about the No More Nomars?,34,0
"Helicopters evacuate Japanese villagers after earthquakes kill at least 16 (Canadian Press) Canadian Press - OJIYA, Japan (AP) - Military helicopters evacuated earthquake victims from a wrecked village and traumatized residents huddled in shelters and salvaged belongings from flattened homes Sunday in the aftermath of a string of earthquakes in northern Japan that killed at least 16 people and injured a reported 900 others.",83,1
Focus! Focus! Focus! Diversification is usually a road to mediocrity for small companies. The truly great ones stay focused.,26,0
"Learning 2nd Language Changes Brain Anatomy -Study (Reuters) Reuters - Being bilingual produces changes in the\anatomy of the brain, scientists said on Wednesday in finding\that could explain why children are so much better than adults\at mastering a second language.",53,0
"Five Pacers Hit with Criminal Charges for Brawl Five Indiana Pacers, including NBA All-Star Ron Artest, were charged with assault and battery on Wednesday for their role in what authorities described as one of the worst brawls in US sports history.",49,0
UN Investigating Reports of Rwandan Violations in Congo The UN mission in the Democratic Republic of Congo is investigating reports that Rwandan soldiers were responsible for violations of human rights in the east of the country last month.,42,1
"UPDATE 2-Genuine Parts profit rises, shares up Genuine Parts Co. (GPC.N: Quote, Profile, Research) , a distributor of auto replacement and industrial parts, on Friday said third-quarter earnings rose sharply, pushing its stock up 9 percent.",55,0
"British public sector deficit swells to record for September (AFP) AFP - Britain's budget deficit ballooned last month, when the public sector net cash requirement (PSNCR) rose to 10.8 billion pounds (15.5 billion euros, 19.5 billion dollars), the biggest September shortfall on record, official figures showed.",72,0
"Search for Thai Tsunami Dead Narrows to Hard Hit Areas (Reuters) Reuters - Teams searching for bodies in\tsunami-devastated Thailand zeroed in on the hardest hit areas\on Monday, as Thai and Japanese navy ships scoured the seas for\more dead.",57,1
"Specter Closer to Leading Judiciary Panel (AP) AP - Despite protests from anti-abortion activists, Sen. Arlen Specter is moving closer to locking down the spot as next year's Judiciary Committee chairman and shepherd to President Bush's judicial nominees in the Senate.",56,1
"Google Desktop Search app lets you 'google' your Windows PC Google Inc. unveiled a desktop search application that lets users catalog and search through e-mail, files, Web histories, instant message chats and other content on their PCs.",47,0
Nokia Eyed for Pace of Recovery at Phones Unit Investors will be looking to see if the world #39;s top mobile phone maker Nokia can sustain momentum at its recovering handset unit into the key Christmas season when it reports earnings next week.,49,0
Church call over Salvador murder Church leaders in El Salvador call for the 1980 murder case of Archbishop Romero to be re-opened. ,31,1
"Huge Explosion Rocks Gaza City A Palestinian schoolgirl runs past the rubble of a destroyed building next to a United Nations school in the Jebaliya refugee camp, northern Gaza Strip, Tuesday, Oct. 12, 2004.",49,1
"Academics call for apology from Thai PM over Muslim deaths Get INQ7 breaking news on your Smart mobile phone in the Philippines. Send INQ7 BREAKING to 386. BANGKOK, Thailand -- A group of 144 academics upped the pressure on Thailand #39;s premier Monday by releasing an ",67,1
Vatican Says Anti-Kerry Lawyer Hoodwinked Them (Reuters) Reuters - A conservative U.S. lawyer's\attempt to enlist the Vatican in his drive to declare Senator\John Kerry a heretic over his abortion views backfired\Wednesday when the Holy See said it had been hoodwinked.,64,1
"Phishing spreads net wider Online phishing schemes more than doubled last month, leaving financial institutions struggling to rebuff attempts to steal private account information from customers, according to the Anti-Phishing Working Group.",41,0
"Pakistan Kills Militant Wanted for Musharraf Plot (Reuters) Reuters - Pakistan's security forces on Sunday\shot dead a militant said to have plotted an attempt to\assassinate President Pervez Musharraf and to have had a hand\in the killing of a U.S. journalist, the information minister\said.",68,1
"Powerful typhoon Chaba set to hit southern Japan TOKYO: A powerful typhoon was poised to strike the southwestern Japanese island of Kyushu today, threatening large areas of the country with strong winds and heavy rain.",41,1
24-hour push for NI powersharing Talks to revive powersharing in Northern Ireland have entered a final 24-hour push as Britain and Ireland prepared to publish their painstakingly negotiated peace plans.,44,1
"Greece in a furor over Macedonia name A US decision to call Macedonia,  quot;Macedonia, quot; has raised the ire of Greece, which is threatening to keep the country out of the European Union.",44,1
"British Grand Prix given a chance The British Grand Prix got a second chance in 2005, after Formula One bosses put it in 2005 #39;s race calendar - as long as a deal can be reached.",51,0
"Oil Bubbles Over \$55 a Barrel  LONDON (Reuters) - Oil prices forged to a record high above  \$55 a barrel on Friday on rising fears of a winter fuel supply  crunch and robust economic growth in China, the world's number  two user.",57,0
"Thai Spokesman: Myanmar PM Forced to Quit BANGKOK, Thailand - Myanmar's secretive military regime has forced out its prime minister, the long-powerful Gen. Khin Nyunt, and placed him under house arrest on corruption charges, a government spokesman in neighboring Thailand said Tuesday...",58,1
Update 3: Oil Prices Rise As Nigeria Strike Starts Oil futures prices rose slightly Monday despite assurances from Middle East countries that they were committed to keeping the market well supplied as a strike began in Africa #39;s largest exporter of crude.,50,0
Senate Candidate Chides Staffer for E-Mail (AP) AP - A Republican Senate candidate in South Carolina has reprimanded a campaign staffer for a derogatory comment she made about lesbians in an e-mail.,44,1
"UN force should expand in Haiti by Nov. The UN peacekeeping force in Haiti should reach the planned 8,000 or more by the end of November, Haitian radio reported Saturday.",39,1
"Another good day for Sharapova in Zurich ZURICH, Switzerland (Ticker) - Reigning Wimbledon champion Maria Sharapova had a better day than fellow Russian Vera Zvonareva at the Swisscom Challenge on Wednesday.",47,0
"Evidence of apathy So, did Robin Van Persie deserve to get a red card for his tussle with Kieran Richardson? After viewing the incident a number of times from a series of different angles and hearing the views from a raft of ",48,0
"U.S. Tones Down Resolution on Sudan (AP) AP - The United States on Thursday toned down a resolution on Sudan to win support from China, Russia and other Security Council members who fear the threat of sanctions against Khartoum could complicate efforts to end the looting and killing in the Darfur region.",60,1
